item_id,order_id,product_id,quantity,unit_price,discount_percent
1002,478,96,-2,576.1,10
1003,259,459,1,146.59,0
1004,189,294,4,103.59,0
1005,311,387,0,203.96,25
1006,387,203,5,147.95,30
1007,368,429,5,522.3,0
1008,413,19,3,178.95,0
1009,193,154,2,166.99,5
1010,76,231,2,757.29,10
1011,462,117,4,712.26,25
1012,67,213,2,695.36,0
1013,239,466,4,172.47,10
1014,245,21,4,456.64,15
1015,85,6,5,394.6,0
1016,191,13,5,79.57,15
1017,265,300,4,389.52,30
1018,374,384,2,790.28,20
1019,375,370,2,1004.4,20
1020,23,156,4,338.32,20
1021,219,281,0,610.03,0
1022,373,248,2,544.4,25
1023,416,461,3,112.44,10
1024,462,417,3,822.19,30
1025,399,460,4,643.22,15
1026,499,371,5,404.19,10
1027,115,433,2,468.77,0
1028,259,186,5,655.28,0
1029,486,476,1,14.51,20
1030,16,171,2,649.35,25
1031,110,208,2,718.89,0
1032,304,193,1,681.22,0
1033,460,48,2,977.08,0
1034,150,432,3,817.0,0
1035,170,52,1,235.64,5
1036,422,252,5,155.82,0
1037,34,237,5,805.78,5
1038,437,174,4,108.76,30
1039,418,206,3,125.64,5
1040,80,19,1,158.77,25
1041,145,395,2,654.0,20
1042,343,483,3,756.59,5
1043,187,81,1,297.97,10
1044,238,338,3,1138.33,15
1045,338,162,2,411.53,0
1046,250,449,2,475.51,25
1047,370,93,3,365.35,15
1048,396,423,2,1129.17,30
1049,271,303,4,947.4,0
1050,281,149,1,249.37,0
1051,406,33,4,893.16,5
1052,115,231,1,502.99,10
1054,412,141,4,869.47,10
1055,255,298,3,183.7,5
1056,372,169,1,13.63,0
1057,246,11,3,248.37,10
1058,464,219,1,677.17,10
1059,281,328,1,355.23,0
1060,395,407,2,135.92,25
1061,428,400,4,622.59,10
1062,48,181,5,463.43,0
1063,497,407,2,136.57,0
1064,100,246,3,615.57,20
1065,414,263,2,573.45,25
1066,35,500,4,575.63,25
1067,102,461,1,85.72,0
1068,333,174,3,91.67,0
1069,267,288,4,747.02,30
1070,320,416,3,531.3,30
1071,440,55,2,550.93,20
1072,436,211,3,787.99,10
1073,14,146,2,311.15,0
1074,136,394,2,646.08,0
1075,431,390,1,261.01,30
1076,280,153,1,1079.66,0
1077,48,337,2,113.84,0
1078,241,415,3,203.07,30
1079,172,87,1,687.96,0
1080,65,87,5,1031.09,20
1081,140,296,2,574.37,5
1082,342,199,3,261.31,20
1083,128,316,4,423.88,105
1084,98,383,2,432.93,0
1085,365,21,1,283.75,20
1086,492,58,1,96.51,0
1087,229,74,1,458.39,15
1088,266,349,2,627.6,15
1089,485,340,3,585.35,10
1090,32,401,4,397.84,5
1091,73,146,1,299.1,30
1092,156,330,3,519.47,20
1093,225,464,4,232.13,30
1094,57,138,1,754.86,30
1095,11,33,2,952.36,10
1096,343,477,5,337.35,25
1098,376,157,3,696.97,20
1099,290,289,5,143.5,5
1100,183,242,4,649.71,30
1101,290,459,1,158.58,20
1102,53,349,2,1001.97,5
1103,132,6,3,379.37,25
1104,473,122,3,449.96,30
1105,124,23,2,32.43,0
1106,111,408,1,576.5,5
1107,219,357,4,149.72,0
1108,322,293,2,197.28,5
1109,101,424,4,116.37,25
1110,61,372,3,427.27,20
1111,462,82,-3,181.89,0
1112,458,216,2,99.09,20
1113,417,86,5,525.53,30
1114,461,493,4,137.8,30
1115,230,218,4,705.34,10
1116,409,396,3,306.96,30
1117,298,60,1,558.83,30
1118,246,203,2,184.0,0
1119,65,124,5,375.01,0
1120,174,269,3,271.0,0
1121,430,106,1,592.43,25
1122,280,42,2,667.45,15
1123,400,14,1,795.37,0
1124,300,42,1,404.18,30
1125,323,384,-2,1003.74,15
1126,407,469,3,666.51,0
1127,343,296,5,489.22,0
1128,148,257,4,42.07,30
1129,307,26,2,601.0,15
1130,141,272,1,281.6,0
1131,165,190,2,636.17,20
1132,21,321,2,231.57,30
1133,9,396,5,270.09,0
1134,476,63,5,70.49,30
1135,134,321,2,275.38,25
1136,265,100,5,164.45,20
1137,34,73,3,618.91,30
1138,375,158,2,764.61,0
1139,271,221,3,488.51,0
1140,324,200,3,15.59,0
1141,370,346,2,337.87,0
1142,158,211,5,709.7,30
1143,396,116,5,864.28,30
1144,170,372,1,441.29,15
1145,30,437,2,417.62,15
1146,301,162,2,395.21,0
1147,233,270,1,301.68,5
1148,348,102,3,910.24,0
1149,371,40,5,284.89,25
1150,200,49,4,622.63,30
1151,95,107,1,108.65,15
1152,66,429,2,474.78,15
1153,136,374,1,37.32,20
1154,349,110,3,620.18,0
1155,414,64,5,96.55,30
1156,272,245,-2,352.87,20
1157,81,483,2,540.22,25
1158,40,48,3,619.78,30
1159,425,188,3,749.62,20
1160,381,24,2,857.31,0
1161,448,29,4,520.21,0
1162,198,79,2,547.16,0
1163,175,183,5,440.74,0
1164,218,391,5,761.43,30
1165,494,21,0,255.46,30
1166,176,153,5,684.9,30
1167,120,331,1,557.2,15
1168,311,421,5,577.27,0
1169,94,479,3,186.26,0
1170,294,320,5,1165.07,20
1171,426,283,4,143.8,30
1172,188,297,2,667.8,0
1173,455,159,2,703.54,5
1174,414,420,4,470.05,30
1175,319,359,2,381.75,0
1176,457,16,2,997.14,5
1177,344,340,2,765.92,30
1178,388,9,1,428.01,20
1179,73,462,3,947.29,0
1180,279,347,1,688.87,20
1181,323,38,5,1094.15,20
1182,452,75,3,196.36,0
1183,137,205,3,241.91,10
1184,16,427,0,345.83,30
1185,454,200,4,14.24,0
1186,314,172,1,823.08,0
1187,332,143,1,45.87,15
1188,91,442,5,879.8,20
1189,189,113,4,954.75,10
1190,483,230,4,63.76,0
1191,48,382,4,1121.64,0
1192,478,309,1,595.4,30
1193,497,100,1,141.74,15
1194,104,177,4,1183.74,0
1195,461,465,5,89.48,20
1196,122,423,2,857.08,30
1197,63,98,5,538.5,10
1198,87,443,4,874.25,0
1199,142,146,2,477.11,0
1200,475,73,4,698.54,0
1201,427,83,5,236.2,0
1202,266,477,5,432.62,25
1203,225,120,2,935.22,30
1204,264,91,4,708.75,5
1205,379,12,5,81.12,20
1206,61,233,4,218.2,20
1207,441,406,4,131.09,0
1208,115,323,1,666.85,15
1209,230,480,5,401.18,0
1210,90,38,5,1128.66,25
1211,286,303,2,899.15,30
1212,9,488,1,297.05,0
1213,118,340,5,886.1,10
1214,67,153,5,1065.6,0
1215,232,321,1,244.19,25
1216,121,459,4,219.46,0
1217,141,195,1,180.11,25
1218,197,278,4,302.36,0
1219,265,296,1,374.24,30
1220,205,330,2,502.23,10
1221,445,185,5,929.55,25
1222,64,86,3,531.47,10
1223,202,236,3,697.66,10
1224,488,69,3,164.43,5
1225,492,462,3,1081.13,10
1226,168,96,4,717.77,15
1227,88,207,2,758.12,15
1228,482,259,3,495.25,25
1229,487,436,-3,686.22,25
1230,134,115,5,368.82,30
1231,427,58,2,118.38,30
1232,121,138,3,788.0,10
1233,56,168,2,960.56,15
1234,215,244,1,553.42,20
1235,9,492,2,902.79,0
1236,45,19,4,269.13,0
1237,288,31,4,129.27,15
1238,270,286,2,934.49,15
1239,398,220,5,318.53,25
1240,442,86,5,469.0,10
1241,302,217,3,199.5,10
1242,491,315,4,322.17,0
1243,452,21,3,237.52,5
1244,330,450,1,536.61,15
1246,146,436,4,668.22,25
1247,354,480,4,446.91,10
1248,4,67,2,173.54,10
1249,270,112,5,188.88,0
1250,33,65,1,457.78,0
1251,454,47,4,515.87,30
1252,85,393,1,348.96,0
1253,246,238,3,437.85,10
1254,442,293,5,389.61,25
1255,124,374,2,31.71,0
1256,235,352,2,62.32,0
1257,167,94,5,104.05,5
1258,490,52,5,405.6,10
1259,122,460,2,599.87,30
1260,158,137,4,95.77,25
1261,149,127,3,94.94,25
1262,93,458,5,40.03,0
1263,83,29,5,452.04,30
1264,110,252,2,246.59,30
1265,67,77,1,198.19,15
1266,442,28,1,776.81,30
1267,352,454,5,859.91,5
1268,450,191,2,290.08,20
1269,473,385,1,335.88,10
1270,199,331,5,431.67,25
1271,84,489,1,353.29,0
1272,475,374,1,57.68,5
1273,377,262,2,512.84,20
1274,352,304,1,468.04,0
1275,60,107,4,67.34,0
1276,382,345,4,220.12,0
1277,17,229,5,73.41,5
1278,374,110,4,452.86,5
1279,234,334,5,1078.78,10
1280,12,405,5,640.75,15
1281,168,69,2,109.84,5
1282,496,180,1,754.54,0
1283,342,292,5,586.28,0
1284,233,61,3,587.49,30
1285,474,67,-1,152.77,0
1286,477,28,2,710.52,30
1287,307,318,1,328.79,0
1288,441,145,1,307.69,10
1289,450,351,-3,410.9,0
1290,316,186,4,898.28,25
1291,158,319,3,306.34,20
1292,129,246,3,567.48,0
1293,394,61,1,949.03,20
1294,205,142,2,961.95,0
1295,416,373,2,841.24,0
1296,238,44,4,412.96,0
1297,41,497,3,14.27,10
1298,206,90,1,366.24,0
1299,347,182,5,819.16,0
1300,171,102,2,1236.34,0
1301,226,473,4,487.58,0
1302,269,124,4,359.18,0
1303,218,52,5,302.18,0
1304,302,249,3,527.35,10
1305,483,283,3,91.07,15
1306,34,163,5,730.38,0
1307,426,307,4,450.04,30
1308,332,34,1,294.7,20
1309,53,211,2,757.69,10
1310,293,137,3,83.66,5
1311,343,303,1,936.7,25
1312,422,467,2,323.32,25
1313,463,277,4,191.15,0
1314,323,412,5,690.45,0
1315,385,315,5,262.62,0
1316,228,493,5,70.8,10
1317,418,421,4,1055.42,10
1318,62,232,5,676.26,5
1319,260,192,-2,493.1,0
1320,24,215,1,756.58,0
1321,44,154,1,195.58,30
1322,303,139,4,454.96,30
1323,201,297,4,953.47,0
1324,118,366,1,528.3,20
1325,254,461,4,131.02,30
1326,194,182,5,615.96,20
1327,454,310,3,77.51,20
1328,136,480,-4,599.0,30
1329,6,79,2,504.94,15
1330,323,209,1,738.23,5
1331,357,257,4,31.35,10
1332,386,270,4,297.07,0
1333,425,58,2,97.28,0
1334,366,209,4,635.19,15
1335,471,131,4,803.07,0
1336,490,143,3,76.52,0
1337,447,99,5,883.75,0
1338,460,467,5,505.03,10
1339,280,323,1,505.7,25
1340,140,41,1,567.07,15
1341,321,193,5,717.27,5
1342,357,317,5,251.32,10
1343,168,175,1,521.87,0
1344,30,433,3,442.4,20
1345,59,37,1,318.91,30
1346,203,107,2,83.78,10
1347,195,249,-5,308.78,10
1348,498,298,4,189.65,10
1349,286,315,1,238.61,20
1350,405,477,3,281.42,25
1351,293,231,3,722.28,5
1352,15,218,3,678.75,20
1353,438,325,3,401.34,20
1354,178,118,-4,442.34,0
1355,78,151,4,275.16,25
1356,206,69,4,172.65,0
1357,52,48,5,681.52,10
1358,199,31,5,78.6,25
1359,247,365,2,300.1,0
1360,184,228,3,555.23,20
1361,327,416,1,749.54,0
1362,377,389,4,383.4,20
1363,237,284,2,578.29,10
1364,66,64,2,85.83,10
1365,487,138,4,445.4,15
1366,379,75,1,208.38,5
1367,230,147,4,338.6,0
1368,204,392,2,539.74,0
1369,276,195,4,170.05,0
1370,434,35,2,820.46,10
1371,17,198,2,434.81,30
1372,320,458,3,33.68,0
1373,203,226,1,443.15,15
1374,131,470,3,1021.83,30
1375,186,353,2,288.65,30
1376,334,387,3,387.36,0
1377,258,263,4,534.7,20
1378,398,80,5,376.77,15
1379,429,246,2,330.5,5
1380,374,307,3,377.49,0
1381,333,116,2,791.96,0
1382,331,338,2,887.21,5
1383,264,474,2,246.19,0
1384,95,118,-1,262.95,30
1385,59,24,5,1089.53,30
1386,367,198,3,296.54,20
1387,470,371,3,244.56,0
1388,403,248,5,381.83,5
1389,302,162,0,383.96,0
1390,469,94,3,87.99,20
1391,11,463,4,782.51,0
1392,202,470,1,830.01,5
1394,189,396,4,259.15,10
1395,372,291,4,92.66,0
1396,286,285,1,452.99,25
1397,16,190,3,692.99,0
1398,12,355,1,460.11,15
1399,268,296,4,495.59,0
1401,236,250,2,378.07,20
1402,50,278,5,449.75,0
1403,482,71,2,452.43,25
1404,231,28,3,915.78,15
1405,422,284,4,576.59,0
1406,65,2,3,412.31,0
1407,376,26,3,640.32,0
1408,70,143,2,80.96,30
1409,454,404,4,287.17,30
1410,368,232,4,420.77,30
1411,192,4,3,66.15,0
1412,500,1,1,658.41,0
1413,383,451,4,628.0,0
1414,37,415,0,213.99,25
1415,335,45,3,754.84,15
1416,331,73,4,657.43,5
1417,68,305,1,70.27,0
1418,264,474,3,269.45,0
1419,397,37,2,218.74,30
1420,351,94,2,94.19,15
1421,452,422,2,305.47,0
1422,280,223,2,272.73,5
1423,457,154,5,238.76,0
1424,472,409,3,1055.14,0
1425,28,229,1,120.57,25
1426,187,492,2,771.97,0
1427,171,462,4,988.57,10
1428,308,53,1,154.69,25
1429,49,308,-3,909.29,10
1430,200,28,1,850.08,15
1431,471,478,2,458.95,0
1432,462,161,3,619.25,0
1433,389,416,3,902.24,5
1434,465,450,5,389.7,15
1435,490,428,2,819.43,25
1436,182,363,1,395.88,0
1437,148,491,3,692.76,0
1438,61,2,1,279.97,20
1439,498,390,3,213.89,0
1440,173,451,5,999.43,5
1441,175,76,1,157.29,25
1442,330,10,5,337.22,30
1443,135,23,4,39.44,0
1444,340,100,5,188.74,15
1445,202,252,2,208.88,0
1446,425,6,4,205.2,0
1447,55,236,1,671.73,0
1448,170,439,-1,39.75,0
1449,430,347,5,624.33,20
1450,78,454,4,1130.67,0
1452,166,439,2,58.12,20
1453,119,489,2,550.68,0
1454,96,40,1,178.71,150
1455,411,177,5,1136.12,5
1456,51,332,2,1098.25,30
1457,466,251,5,609.52,0
1458,109,275,1,643.39,15
1459,499,241,4,328.4,0
1460,396,174,5,126.03,0
1461,483,80,2,298.35,10
1462,444,28,2,834.56,25
1463,283,110,2,725.5,0
1464,143,250,2,523.4,30
1465,499,489,2,586.03,0
1466,66,19,3,246.59,0
1467,368,225,2,432.71,0
1468,22,461,1,151.0,0
1469,2,350,5,1031.62,25
1470,463,300,2,379.34,0
1471,46,213,1,593.06,20
1472,484,82,2,196.0,0
1473,380,278,4,491.51,0
1474,104,481,5,674.0,20
1475,431,214,4,535.62,0
1476,477,79,4,342.72,0
1477,391,402,4,554.91,20
1478,310,395,4,578.92,10
1479,233,98,2,496.62,0
1480,131,111,3,772.93,30
1481,78,52,1,392.47,25
1482,352,317,4,174.28,5
1483,365,44,4,583.72,5
1484,455,69,3,168.18,0
1485,187,273,2,248.32,0
1486,41,362,5,918.65,0
1487,190,443,5,809.11,25
1488,301,365,3,384.85,15
1489,123,224,3,433.57,30
1490,221,107,2,113.99,15
1491,5,294,5,76.2,10
1492,95,390,3,234.24,20
1493,58,437,-3,634.7,0
1494,302,61,3,655.79,10
1495,127,406,1,254.25,15
1496,415,29,4,495.9,0
1497,375,63,3,55.92,0
1498,374,282,5,629.15,0
1499,337,144,5,60.96,10
1500,456,348,2,517.66,0
